id	annotation-id	annotations	speaker	time	turn-index	utterance
yi533	YI0013_08	  T,X,O,X,T,T,T,T,X,T,X,X,O,X,O,O,O,O,T,T,T,T,X,X,X,X,T,T,T,T,  	S	2017-08-31 08:45:52	8	lock him up!
yi534	YI0013_09		U	2017-08-31 08:46:50	9	lol
yi535	YI0013_10	  X,X,O,X,X,O,T,T,T,T,T,X,T,X,T,O,O,T,T,T,T,T,X,T,X,X,T,T,T,T,  	S	2017-08-31 08:46:50	10	lock him up!
yi536	YI0013_11		U	2017-08-31 08:47:53	11	what?
yi537	YI0013_12	  T,X,O,T,X,T,T,T,T,T,T,X,T,X,T,O,O,T,T,T,X,T,T,T,O,T,T,T,T,T,  	S	2017-08-31 08:47:53	12	do you know what? i can t answer! i would like to discuss cats!
yi538	YI0013_13		U	2017-08-31 08:49:03	13	what about them? lol.
yi539	YI0013_14	  X,X,T,T,X,O,X,X,O,X,T,T,O,T,T,O,O,T,T,T,T,T,O,X,T,X,T,T,T,T,  	S	2017-08-31 08:49:03	14	i don t care.
yi540	YI0013_15		U	2017-08-31 08:50:00	15	right...
yi541	YI0013_16	  X,T,T,T,X,T,T,X,T,O,X,T,X,X,X,O,O,T,T,T,T,X,X,T,X,X,T,T,T,T,  	S	2017-08-31 08:50:00	16	no.
yi542	YI0013_17		U	2017-08-31 08:50:53	17	yes.
yi543	YI0013_18	  X,T,O,T,X,O,T,X,X,T,T,X,O,X,X,O,O,T,T,T,T,X,X,T,T,T,T,T,T,T,  	S	2017-08-31 08:50:53	18	yes.
yi544	YI0013_19		U	2017-08-31 08:52:05	19	?
yi545	YI0013_20	  T,T,O,T,X,T,T,X,O,X,T,X,T,X,X,O,T,X,T,T,X,X,X,X,X,T,T,T,T,T,  	S	2017-08-31 08:52:05	20	yes.
yi546	YI0061_00		S	2017-08-31 09:01:41	0	hello!
yi547	YI0061_01		U	2017-08-31 09:02:04	1	hi
yi548	YI0061_02	  O,O,T,T,X,T,O,T,T,T,O,T,O,X,T,T,T,T,T,O,T,T,O,O,X,X,T,T,X,X,  	S	2017-08-31 09:02:04	2	i don t know what i don t have to say.
yi549	YI0061_03		U	2017-08-31 09:02:43	3	where are you headed
yi550	YI0061_04	  X,O,T,T,X,T,X,T,T,T,O,T,T,T,O,T,T,T,X,O,T,X,X,O,X,X,T,T,X,T,  	S	2017-08-31 09:02:43	4	hi.
yi551	YI0061_05		U	2017-08-31 09:03:10	5	are you going home?
yi552	YI0061_06	  O,T,T,T,O,T,O,T,T,O,O,T,X,O,X,T,T,O,T,T,O,O,O,O,O,T,O,O,O,T,  	S	2017-08-31 09:03:10	6	no.
yi553	YI0061_07		U	2017-08-31 09:03:28	7	where are you going?
yi554	YI0061_08	  T,T,T,T,O,X,O,T,T,O,O,T,T,O,O,T,T,O,X,T,T,O,O,O,T,X,O,T,X,T,  	S	2017-08-31 09:03:28	8	i don t know.
yi555	YI0061_09		U	2017-08-31 09:03:49	9	do you have a ticket?
yi556	YI0061_10	  T,T,T,T,O,X,O,T,T,O,O,T,O,O,T,T,T,O,T,T,O,O,O,O,O,X,O,O,O,T,  	S	2017-08-31 09:03:49	10	no.
yi557	YI0061_11		U	2017-08-31 09:04:12	11	how did you get on the airplane?
yi558	YI0061_12	  T,T,T,T,O,T,O,T,T,O,O,T,O,T,X,T,T,O,T,T,T,O,X,O,T,X,O,X,X,T,  	S	2017-08-31 09:04:12	12	i don t know.
yi559	YI0061_13		U	2017-08-31 09:04:29	13	are you feeling ok?
yi560	YI0061_14	  T,O,T,T,O,T,O,T,T,O,O,T,O,O,O,T,T,O,O,T,O,O,X,O,O,X,O,O,O,T,  	S	2017-08-31 09:04:29	14	i m fine.
yi561	YI0061_15		U	2017-08-31 09:04:55	15	why are you on an airplane?
yi562	YI0061_16	  T,O,T,T,T,T,O,T,T,O,O,T,T,O,X,O,T,T,T,T,T,T,T,O,X,X,T,O,X,T,  	S	2017-08-31 09:04:55	16	come on.
yi563	YI0061_17		U	2017-08-31 09:05:35	17	usually people board airplanes to go somewhere.
yi564	YI0061_18	  T,O,T,O,T,T,T,T,T,O,O,T,T,O,T,T,T,T,T,T,O,X,X,O,T,X,T,T,X,X,  	S	2017-08-31 09:05:35	18	why not?
yi565	YI0061_19		U	2017-08-31 09:06:25	19	you are going to be in san francisco in 5 hours. what will you do there?
yi566	YI0061_20	  T,O,T,T,O,T,O,T,T,O,O,T,X,O,O,T,T,O,T,T,T,T,T,O,X,X,T,T,O,X,  	S	2017-08-31 09:06:25	20	do you know what? its beyond my possibilities! let s talk about movies.
yi567	YI0040_00		S	2017-08-31 08:49:40	0	hello!
yi568	YI0040_01		U	2017-08-31 08:50:28	1	hi
yi569	YI0040_02	  O,O,T,O,O,T,T,X,T,O,T,X,T,O,X,T,X,X,T,T,T,T,X,O,T,T,T,O,T,T,  	S	2017-08-31 08:50:28	2	i don t know what i don t have to say.
yi570	YI0040_03		U	2017-08-31 08:51:56	3	how are you doing?
yi571	YI0040_04	  O,O,T,O,O,T,O,T,O,O,T,T,O,O,O,O,O,T,T,T,T,T,T,T,O,O,O,O,T,T,  	S	2017-08-31 08:51:56	4	good.
yi572	YI0040_05		U	2017-08-31 08:53:13	5	what has your day been like?
yi573	YI0040_06	  O,T,X,O,O,T,T,T,T,O,T,T,T,O,T,T,O,T,T,T,T,T,X,O,O,O,T,T,T,T,  	S	2017-08-31 08:53:13	6	i don t know.
yi574	YI0040_07		U	2017-08-31 08:54:32	7	what do you think about the weather today?
yi575	YI0040_08	  O,T,X,O,O,O,O,O,X,T,O,T,T,O,X,T,X,T,T,T,T,T,X,T,O,T,T,X,T,T,  	S	2017-08-31 08:54:32	8	what?
yi576	YI0040_09		U	2017-08-31 08:55:41	9	i am  sorry. maybe that was confusing. what do you like to do?
yi577	YI0040_10	  X,O,X,O,T,T,O,O,X,T,X,T,X,O,T,X,X,X,T,T,T,T,X,O,O,O,X,X,T,T,  	S	2017-08-31 08:55:41	10	i don t believe that.
yi578	YI0040_11		U	2017-08-31 08:56:18	11	what do you not believe?
yi579	YI0040_12	  O,O,T,O,O,T,T,T,X,O,T,O,X,O,X,T,O,T,T,T,T,T,X,T,O,T,T,T,T,T,  	S	2017-08-31 08:56:18	12	nothing.
yi580	YI0040_13		U	2017-08-31 08:57:30	13	well, i can understand that. do you have any plans for the future?
yi581	YI0040_14	  O,T,T,O,O,T,T,T,O,O,T,T,T,O,O,O,O,T,T,T,T,T,X,O,O,O,O,O,T,T,  	S	2017-08-31 08:57:30	14	no.
yi582	YI0040_15		U	2017-08-31 08:58:12	15	why is that?
yi583	YI0040_16	  O,O,O,O,O,T,T,O,O,O,T,T,T,O,X,O,O,T,T,T,T,T,X,T,O,O,T,O,T,T,  	S	2017-08-31 08:58:12	16	i don t know.
yi584	YI0040_17		U	2017-08-31 08:59:29	17	do you think about the future?
yi585	YI0040_18	  O,O,T,O,O,T,O,X,O,O,O,T,O,O,T,X,O,T,T,T,T,T,X,O,O,O,O,O,T,T,  	S	2017-08-31 08:59:29	18	yes.
yi586	YI0040_19		U	2017-08-31 09:00:51	19	what do you think about?
yi587	YI0040_20	  O,T,X,O,O,T,T,O,X,O,T,T,X,T,O,T,O,T,T,T,T,T,X,T,O,T,T,T,T,T,  	S	2017-08-31 09:00:51	20	i don t know.
yi588	YI0096_00		S	2017-08-31 09:58:07	0	hello!
yi589	YI0096_01		U	2017-08-31 09:58:17	1	how are you?
yi590	YI0096_02	  T,O,O,O,O,O,O,T,O,O,O,T,O,O,O,O,O,O,O,X,O,O,T,O,O,O,O,O,T,O,  	S	2017-08-31 09:58:17	2	good.
yi591	YI0096_03		U	2017-08-31 09:58:36	3	how is your week going?
yi592	YI0096_04	  T,O,O,O,O,O,O,T,O,O,O,T,O,O,O,T,O,O,O,X,O,O,T,O,O,O,O,O,T,O,  	S	2017-08-31 09:58:36	4	fine.
yi593	YI0096_05		U	2017-08-31 09:58:44	5	good to hear.
yi594	YI0096_06	  T,O,X,X,X,O,X,T,O,T,T,T,T,O,T,T,X,X,T,T,X,T,T,T,X,O,T,X,T,X,  	S	2017-08-31 09:58:44	6	lock him up!
yi595	YI0096_07		U	2017-08-31 09:58:57	7	lock who up?
yi596	YI0096_08	  T,O,X,X,X,O,T,T,O,O,T,T,X,T,T,T,X,T,T,T,X,T,T,X,O,O,T,X,T,T,  	S	2017-08-31 09:58:57	8	lock him up!
yi597	YI0096_09		U	2017-08-31 09:59:11	9	who is this person you want to lock up?
yi598	YI0096_10	  T,O,T,O,T,O,T,X,O,X,T,T,X,T,T,O,T,X,T,T,X,X,X,T,O,X,O,X,T,O,  	S	2017-08-31 09:59:11	10	do you know what? its beyond my possibilities  i would like to discuss news
yi599	YI0096_11		U	2017-08-31 09:59:28	11	okay what kind of news would you like to discuss?
yi600	YI0096_12	  T,O,T,T,T,O,T,X,O,T,T,X,X,T,T,T,T,T,T,T,T,X,T,O,O,T,O,O,T,O,  	S	2017-08-31 09:59:28	12	i don t know.
yi601	YI0096_13		U	2017-08-31 09:59:43	13	what do you think of donald trump?
yi602	YI0096_14	  T,O,O,X,O,O,T,T,O,O,O,T,X,X,T,T,X,O,T,T,O,O,T,O,O,T,O,T,T,O,  	S	2017-08-31 09:59:43	14	i don t know what he says.
yi603	YI0096_15		U	2017-08-31 10:00:01	15	we have that in common.
yi604	YI0096_16	  T,O,X,X,T,O,T,T,O,T,T,T,X,T,X,O,X,X,T,T,X,T,T,O,X,O,O,T,T,T,  	S	2017-08-31 10:00:01	16	god.
yi605	YI0096_17		U	2017-08-31 10:00:23	17	yeah that is a normal reaction to trump.
yi606	YI0096_18	  T,O,T,T,O,O,T,T,O,O,O,T,X,X,O,O,T,X,T,T,X,X,X,T,O,T,O,O,T,O,  	S	2017-08-31 10:00:23	18	i don t know who he is.
yi607	YI0096_19		U	2017-08-31 10:00:39	19	he is the current president of the united states.
yi608	YI0096_20	  X,O,X,X,O,O,T,T,O,X,O,T,X,X,T,O,X,T,T,T,X,X,T,X,T,O,X,O,T,O,  	S	2017-08-31 10:00:39	20	lock him up!
yi609	YI0036_00		S	2017-08-31 08:44:05	0	hello!
yi610	YI0036_01		U	2017-08-31 08:45:06	1	hi there
yi611	YI0036_02	  T,O,T,O,T,T,T,T,O,O,T,T,O,O,T,T,X,T,O,T,O,T,O,O,T,O,T,O,X,O,  	S	2017-08-31 08:45:06	2	hello!
yi612	YI0036_03		U	2017-08-31 08:45:45	3	hi there
yi613	YI0036_04	  T,O,O,O,X,T,X,X,X,T,T,T,T,O,X,X,T,T,T,T,O,X,T,O,T,T,T,T,X,O,  	S	2017-08-31 08:45:45	4	i don t understand  its beyond my possibilities! let s talk about movies)
yi614	YI0036_05		U	2017-08-31 08:47:46	5	oh okay
yi615	YI0036_06	  T,T,O,O,X,T,X,X,X,T,T,T,T,O,X,X,X,T,T,T,X,X,T,T,T,O,T,T,X,T,  	S	2017-08-31 08:47:46	6	trump is a traitor to the united states.
yi616	YI0036_07		U	2017-08-31 08:48:34	7	what do u like?
yi617	YI0036_08	  T,X,O,O,T,X,X,X,X,T,T,T,T,O,X,X,X,T,T,T,X,X,X,T,T,T,T,O,X,T,  	S	2017-08-31 08:48:34	8	trump is a traitor.
yi618	YI0036_09		U	2017-08-31 08:51:07	9	he is 
yi619	YI0036_10	  T,T,O,O,X,T,X,T,X,T,O,T,T,O,T,O,T,T,T,T,T,X,O,O,T,O,T,O,O,X,  	S	2017-08-31 08:51:07	10	he s a liar.
yi620	YI0036_11		U	2017-08-31 08:52:54	11	yes i agree he is
yi621	YI0036_12	  T,O,O,O,X,X,T,T,O,T,O,T,T,O,X,O,O,T,T,T,T,X,T,O,X,O,X,O,O,X,  	S	2017-08-31 08:52:54	12	thank you.
yi622	YI0036_13		U	2017-08-31 08:53:52	13	how is your day going?
yi623	YI0036_14	  X,O,O,O,X,X,O,T,O,T,T,T,T,O,T,T,T,T,T,T,X,X,X,O,X,O,T,O,O,T,  	S	2017-08-31 08:53:52	14	good day.
yi624	YI0036_15		U	2017-08-31 08:56:26	15	oh thats good, i am glad
yi625	YI0036_16	  T,O,O,O,T,X,X,X,X,T,X,T,T,O,T,T,X,T,T,T,X,X,O,O,T,T,T,T,X,T,  	S	2017-08-31 08:56:26	16	i don t understand  i can t answer  i would like to discuss movies)
yi626	YI0036_17		U	2017-08-31 08:56:54	17	oh thats good, i am glad
yi627	YI0036_18	  X,X,O,O,X,O,T,X,X,T,X,T,T,O,X,X,X,T,T,T,O,X,T,O,T,O,T,O,X,X,  	S	2017-08-31 08:56:54	18	i don t know what i want to see.
yi628	YI0036_19		U	2017-08-31 08:57:23	19	do u have any favorites overall?
yi629	YI0036_20	  T,T,O,O,T,T,O,X,X,T,X,T,T,O,X,X,X,T,T,T,T,T,T,O,T,X,T,O,X,O,  	S	2017-08-31 08:57:23	20	i can t wait to watch this movie.
yi630	YI0100_00		S	2017-09-01 02:04:48	0	hello!
yi631	YI0100_01		U	2017-09-01 02:05:15	1	hi
yi632	YI0100_02	  T,T,X,T,T,T,O,T,O,O,X,X,T,T,T,O,O,X,X,T,X,T,T,T,T,O,T,X,T,T,  	S	2017-09-01 02:05:15	2	i don t know what i don t have to say.
yi633	YI0100_03		U	2017-09-01 02:05:19	3	hi
yi634	YI0100_04	  X,T,X,T,O,O,T,T,T,O,X,X,X,T,X,O,O,T,T,T,X,X,T,T,T,X,O,X,T,T,  	S	2017-09-01 02:05:19	4	i don t know what he is talking about.
yi635	YI0100_05		U	2017-09-01 02:05:35	5	how are you?
yi636	YI0100_06	  O,X,O,T,O,O,O,O,O,O,O,T,T,T,O,O,X,O,O,T,O,O,T,T,O,O,O,O,X,O,  	S	2017-09-01 02:05:35	6	good.
yi637	YI0100_07		U	2017-09-01 02:05:52	7	i am  ready to be done with work for the day.
yi638	YI0100_08	  O,T,O,T,O,T,T,T,T,O,T,X,T,T,X,O,X,O,O,T,T,T,X,T,X,T,O,T,X,X,  	S	2017-09-01 02:05:52	8	what a joke!!!
yi639	YI0100_09		U	2017-09-01 02:06:09	9	i know right? what is your plants for the weekend?
yi640	YI0100_10	  X,T,X,T,O,O,T,T,T,O,X,X,T,T,X,O,T,T,T,T,X,X,T,T,T,T,X,X,T,X,  	S	2017-09-01 02:06:09	10	i don t agree with them.
yi641	YI0100_11		U	2017-09-01 02:06:23	11	what are you doing this weekend?
yi642	YI0100_12	  O,T,O,T,O,T,O,O,T,O,O,X,T,T,O,T,X,O,X,T,O,T,T,T,T,O,O,O,X,O,  	S	2017-09-01 02:06:23	12	i don t know.
yi643	YI0100_13		U	2017-09-01 02:06:37	13	bummer, yeah not much is going on.
yi644	YI0100_14	  X,T,X,T,O,X,T,X,T,O,X,X,T,T,X,O,X,X,T,T,X,X,T,T,T,T,O,X,T,X,  	S	2017-09-01 02:06:37	14	lock him up
yi645	YI0100_15		U	2017-09-01 02:06:45	15	lock who up?
yi646	YI0100_16	  T,T,X,T,O,T,T,X,T,O,X,X,T,T,X,O,T,T,X,T,O,X,X,T,X,T,O,X,X,T,  	S	2017-09-01 02:06:45	16	lock him up!
yi647	YI0100_17		U	2017-09-01 02:06:58	17	i don not understand who you want me to lock up
yi648	YI0100_18	  T,T,X,T,O,O,X,X,T,O,X,X,T,T,X,O,T,T,X,T,T,X,T,T,X,T,X,X,T,T,  	S	2017-09-01 02:06:58	18	lock him up
yi649	YI0100_19		U	2017-09-01 02:07:05	19	why?
yi650	YI0100_20	  T,T,X,T,O,X,X,X,T,O,X,X,T,T,X,O,O,T,X,T,X,X,T,T,T,O,T,X,X,X,  	S	2017-09-01 02:07:05	20	lock him up
yi651	YI0085_00		S	2017-08-31 09:28:11	0	hello!
yi652	YI0085_01		U	2017-08-31 09:28:16	1	hi
yi653	YI0085_02	  O,T,T,O,T,T,X,T,X,T,T,T,O,X,T,T,O,O,T,O,O,T,O,T,X,T,T,O,T,X,  	S	2017-08-31 09:28:16	2	i don t know what i don t have to say.
yi654	YI0085_03		U	2017-08-31 09:28:20	3	hi
yi655	YI0085_04	  O,T,T,O,T,X,X,T,X,T,T,X,T,X,T,T,O,T,O,T,T,T,T,T,X,T,O,O,T,O,  	S	2017-08-31 09:28:20	4	i don t know what he is talking about.
yi656	YI0085_05		U	2017-08-31 09:28:24	5	hi
yi657	YI0085_06	  O,X,O,T,T,X,X,O,X,X,T,T,T,X,T,T,T,O,T,X,X,T,T,X,X,T,O,O,T,O,  	S	2017-08-31 09:28:24	6	lock him up
yi658	YI0085_07		U	2017-08-31 09:28:51	7	who do you want to lock up?
yi659	YI0085_08	  O,T,O,T,T,X,X,T,X,X,T,T,T,X,T,T,O,O,O,T,O,T,X,T,X,T,O,O,T,O,  	S	2017-08-31 09:28:51	8	no.
yi660	YI0085_09		U	2017-08-31 09:29:12	9	i am sorry, i don not understand what you are saying.
yi661	YI0085_10	  T,T,T,X,T,X,X,T,X,X,T,T,T,X,T,T,O,X,X,T,O,T,T,T,X,T,O,O,T,O,  	S	2017-08-31 09:29:12	10	they should be ashamed of themselves.
yi662	YI0085_11		U	2017-08-31 09:29:14	11	i am sorry, i don not understand what you are saying.
yi663	YI0085_12	  T,X,T,X,T,X,X,X,X,X,T,O,T,X,T,T,O,T,O,O,T,T,T,T,O,T,O,O,T,O,  	S	2017-08-31 09:29:14	12	they should be ashamed of themselves.
yi664	YI0085_13		U	2017-08-31 09:29:34	13	who is it you are talking about?
yi665	YI0085_14	  O,T,X,X,T,T,O,T,O,T,T,T,T,X,T,T,T,X,T,O,O,T,T,X,O,T,O,O,T,O,  	S	2017-08-31 09:29:34	14	i can t answer! let s talk about news)
yi666	YI0085_15		U	2017-08-31 09:29:57	15	okay. have you seen the devastation in texas?
yi667	YI0085_16	  T,T,O,O,T,T,T,X,O,T,T,T,T,X,T,T,X,O,O,O,T,T,O,T,X,T,O,O,T,O,  	S	2017-08-31 09:29:57	16	i don t believe this.
yi668	YI0085_17		U	2017-08-31 09:30:08	17	it is horrible
yi669	YI0085_18	  T,T,O,O,T,T,O,X,O,T,T,O,T,X,T,X,O,O,X,O,O,T,O,X,O,T,O,O,T,O,  	S	2017-08-31 09:30:08	18	this is horrible!!!
yi670	YI0085_19		U	2017-08-31 09:30:20	19	oh i know what you mean!
yi671	YI0085_20	  T,T,T,O,T,X,X,T,T,T,T,T,T,X,T,T,T,T,O,T,X,T,O,X,X,T,O,O,T,O,  	S	2017-08-31 09:30:20	20	no!
yi672	YI0018_00		S	2017-08-31 08:41:58	0	hello!
yi673	YI0018_01		U	2017-08-31 08:43:05	1	how are you?
yi674	YI0018_02	  T,O,O,O,O,T,T,O,O,O,O,O,O,T,O,T,O,O,T,O,O,T,T,T,T,X,O,O,T,T,  	S	2017-08-31 08:43:05	2	good.
yi675	YI0018_03		U	2017-08-31 08:44:29	3	what are you doing?
yi676	YI0018_04	  O,T,T,O,X,T,T,T,T,T,X,O,T,T,T,T,T,T,T,X,T,X,T,T,T,T,O,T,O,O,  	S	2017-08-31 08:44:29	4	what are you doing?
yi677	YI0018_05		U	2017-08-31 08:45:54	5	i am  watching tv
yi678	YI0018_06	  T,X,X,O,X,T,T,T,X,T,T,O,T,T,X,T,T,X,T,X,X,T,O,T,T,T,O,T,T,X,  	S	2017-08-31 08:45:54	6	this is what happens when you go to jail.
yi679	YI0018_07		U	2017-08-31 08:47:32	7	you went to jail?
yi680	YI0018_08	  T,T,T,O,T,T,T,O,O,T,O,O,O,T,O,T,T,T,T,O,O,X,O,T,T,T,O,O,T,T,  	S	2017-08-31 08:47:32	8	yes.
yi681	YI0018_09		U	2017-08-31 08:48:58	9	why did you go to jail?
yi682	YI0018_10	  O,T,T,O,X,T,T,T,X,T,T,O,T,T,T,T,X,O,T,X,X,T,O,T,X,T,O,T,O,X,  	S	2017-08-31 08:48:58	10	why?
yi683	YI0018_11		U	2017-08-31 08:49:46	11	i want to know why you went to jail
yi684	YI0018_12	  T,O,T,O,X,T,T,T,T,T,T,O,X,T,T,T,X,X,T,T,T,X,O,T,T,T,O,X,X,X,  	S	2017-08-31 08:49:46	12	fake news
yi685	YI0018_13		U	2017-08-31 08:50:31	13	what is fake news?
yi686	YI0018_14	  T,T,T,O,X,T,T,X,T,T,T,O,X,T,X,T,X,X,T,O,T,T,O,T,T,T,O,T,T,T,  	S	2017-08-31 08:50:31	14	fake news
yi687	YI0018_15		U	2017-08-31 08:51:23	15	do you like fake news?
yi688	YI0018_16	  T,T,T,O,T,T,T,X,X,T,T,O,X,T,O,X,X,X,O,X,X,X,O,T,T,T,O,O,O,X,  	S	2017-08-31 08:51:23	16	its beyond my possibilities. i would like to talk about...)
yi689	YI0018_17		U	2017-08-31 08:52:04	17	what would you like to talk about?
yi690	YI0018_18	  T,X,T,T,X,T,T,O,T,T,T,O,X,T,O,T,X,O,T,O,T,T,O,T,T,X,O,T,T,X,  	S	2017-08-31 08:52:04	18	i don t know.
yi691	YI0018_19		U	2017-08-31 08:52:58	19	what is your favorite food?
yi692	YI0018_20	  T,T,T,T,X,T,T,O,T,T,T,T,X,O,T,T,T,T,T,X,X,X,O,T,T,X,O,T,O,T,  	S	2017-08-31 08:52:58	20	i don t know.
yi693	YI0098_00		S	2017-08-31 10:08:11	0	hello!
yi694	YI0098_01		U	2017-08-31 10:08:27	1	hello, how are you today?
yi695	YI0098_02	  T,T,O,O,T,O,O,O,O,X,O,T,O,X,T,T,O,T,O,T,T,O,O,O,O,O,O,O,O,O,  	S	2017-08-31 10:08:27	2	i m fine.
yi696	YI0098_03		U	2017-08-31 10:08:41	3	how is the weather where you are at?
yi697	YI0098_04	  T,T,O,O,T,O,T,O,T,X,O,T,T,X,T,T,T,X,T,T,X,O,O,T,T,O,O,T,T,O,  	S	2017-08-31 10:08:41	4	i don t know.
yi698	YI0098_05		U	2017-08-31 10:09:09	5	oh, okay. it is pleasant and sunny here.
yi699	YI0098_06	  T,T,O,X,X,T,X,O,X,X,O,T,O,T,T,T,X,X,X,X,X,X,X,X,X,X,X,X,X,O,  	S	2017-08-31 10:09:09	6	what a bunch of idiots.
yi700	YI0098_07		U	2017-08-31 10:09:24	7	who are you talking about?
yi701	YI0098_08	  T,T,O,O,T,O,X,T,X,X,O,T,O,T,T,T,X,X,X,T,X,O,X,T,T,X,O,T,T,T,  	S	2017-08-31 10:09:24	8	i don t know.
yi702	YI0098_09		U	2017-08-31 10:09:51	9	is there a subject that you would like to discuss?
yi703	YI0098_10	  T,T,O,O,T,O,O,T,O,X,O,T,O,X,T,T,O,X,O,T,T,O,O,T,T,T,O,T,O,O,  	S	2017-08-31 10:09:51	10	yes.
yi704	YI0098_11		U	2017-08-31 10:10:06	11	great, what is it? i am  all ears.
yi705	YI0098_12	  T,T,O,X,T,O,X,O,X,X,O,T,O,T,T,T,X,T,T,T,X,X,X,X,X,T,X,X,T,O,  	S	2017-08-31 10:10:06	12	this is what happens when you live in the middle east.
yi706	YI0098_13		U	2017-08-31 10:10:17	13	what happens?
yi707	YI0098_14	  X,T,O,X,T,O,X,T,X,X,O,O,T,T,O,T,X,T,T,X,X,X,X,X,X,X,X,X,T,O,  	S	2017-08-31 10:10:17	14	what happens?
yi708	YI0098_15		U	2017-08-31 10:10:34	15	what happens when you live in the middle east?
yi709	YI0098_16	  T,T,O,O,T,O,X,O,T,X,O,T,O,T,T,T,T,X,O,T,X,O,O,X,X,X,X,T,T,X,  	S	2017-08-31 10:10:34	16	i don t understand  its beyond my possibilities! let s talk about news
yi710	YI0098_17		U	2017-08-31 10:10:49	17	okay, what news do you want to talk about?
yi711	YI0098_18	  X,T,O,X,T,T,X,T,X,X,O,O,O,T,O,T,X,T,T,X,X,X,X,T,X,X,X,X,T,O,  	S	2017-08-31 10:10:49	18	what?
yi712	YI0098_19		U	2017-08-31 10:11:20	19	you said you wanted to talk about news. what news?
yi713	YI0098_20	  T,X,O,X,T,T,T,T,X,X,O,O,O,T,O,T,X,T,O,X,X,T,X,T,X,X,X,X,X,O,  	S	2017-08-31 10:11:20	20	what news?
yi714	YI0052_00		S	2017-08-31 08:58:31	0	hello!
yi715	YI0052_01		U	2017-08-31 08:59:01	1	howdy! who are you?
yi716	YI0052_02	  T,O,T,O,O,T,X,T,T,O,X,O,X,T,T,O,O,T,O,O,X,O,T,T,T,X,O,T,O,T,  	S	2017-08-31 08:59:01	2	why?????
yi717	YI0052_03		U	2017-08-31 08:59:25	3	what is your name? i like you.
yi718	YI0052_04	  O,O,T,T,X,T,T,X,X,X,T,T,X,T,T,T,O,T,T,O,X,T,T,T,T,O,T,T,O,O,  	S	2017-08-31 08:59:25	4	i m not surprised.
yi719	YI0052_05		U	2017-08-31 08:59:48	5	you seem nice. 
yi720	YI0052_06	  O,O,T,X,X,T,O,T,X,T,T,T,X,T,T,O,O,X,O,O,T,O,O,T,T,O,X,T,O,O,  	S	2017-08-31 08:59:48	6	yeah.
yi721	YI0052_07		U	2017-08-31 09:00:38	7	where are you going?
yi722	YI0052_08	  O,O,T,O,O,T,T,X,O,T,T,T,T,T,T,O,T,T,T,O,X,T,O,T,T,O,T,O,O,O,  	S	2017-08-31 09:00:38	8	i don t know.
yi723	YI0052_09		U	2017-08-31 09:01:04	9	did you take the train?
yi724	YI0052_10	  O,O,T,T,T,T,O,T,O,O,T,T,X,T,T,O,O,O,O,O,T,O,O,T,T,O,X,O,O,O,  	S	2017-08-31 09:01:04	10	yes.
yi725	YI0052_11		U	2017-08-31 09:01:58	11	where are you from? korea?
yi726	YI0052_12	  O,O,T,X,T,T,O,T,O,O,T,T,T,T,O,O,O,X,T,O,T,T,O,T,T,O,X,O,O,O,  	S	2017-08-31 09:01:58	12	yes.
yi727	YI0052_13		U	2017-08-31 09:02:57	13	did you come from seoul?
yi728	YI0052_14	  O,X,T,T,T,T,T,T,O,O,T,T,X,T,T,O,O,T,T,O,X,O,O,T,T,T,T,X,O,O,  	S	2017-08-31 09:02:57	14	i don t understand  i can t answer  let s talk about myself)
yi729	YI0052_15		U	2017-08-31 09:03:14	15	are you married?
yi730	YI0052_16	  O,O,T,X,X,T,O,T,T,X,T,T,X,T,O,O,T,O,T,O,T,T,O,T,T,O,T,O,O,O,  	S	2017-08-31 09:03:14	16	no.
yi731	YI0052_17		U	2017-08-31 09:03:43	17	are you in college?
yi732	YI0052_18	  O,O,T,O,X,T,O,T,O,T,T,T,T,T,T,O,T,T,T,O,T,T,O,T,T,O,T,O,O,O,  	S	2017-08-31 09:03:43	18	no.
yi733	YI0052_19		U	2017-08-31 09:04:14	19	would you like some coffee?
yi734	YI0052_20	  O,X,T,T,O,T,T,T,T,T,O,T,X,T,O,T,O,T,X,O,X,O,O,T,T,T,T,X,O,O,  	S	2017-08-31 09:04:14	20	i can t answer  i would like to talk about cats!
yi735	YI0030_00		S	2017-08-31 08:46:15	0	hello!
yi736	YI0030_01		U	2017-08-31 08:47:20	1	hello there!
yi737	YI0030_02	  T,O,O,X,T,T,T,X,T,X,T,O,O,T,O,O,T,O,O,T,O,O,O,T,O,O,T,O,T,T,  	S	2017-08-31 08:47:20	2	hello!
yi738	YI0030_03		U	2017-08-31 08:48:10	3	hello there!
yi739	YI0030_04	  T,X,O,O,T,T,T,X,X,X,O,T,T,T,O,O,X,O,O,T,X,O,O,T,O,T,O,O,T,T,  	S	2017-08-31 08:48:10	4	i don t understand  i can t answer! i would like to talk about politics)
yi740	YI0030_05		U	2017-08-31 08:50:30	5	i repeated because the system made me do it, it is slow.  let is talk about politics then.
yi741	YI0030_06	  T,X,T,T,T,T,T,X,T,T,T,X,X,T,O,O,X,O,O,T,T,O,O,O,O,T,T,O,T,T,  	S	2017-08-31 08:50:30	6	what a joke.
yi742	YI0030_07		U	2017-08-31 08:51:28	7	yes, the internet speed is quite a joke.
