	utterances	interjection	adverb	subobjvrb	neg-keywords
339	[hi]	[[]]	[[]]	[[[], []]]	[[[['hi']]]]
340	[hi]	[[]]	[[]]	[[[], []]]	[[[['hi']]]]
341	[how, are, you, ?]	[['?']]	[['how']]	[[['you'], []]]	[[[['are', 'are', 'are', 'are']]]]
342	[i, am, fine, .]	[['i', '.']]	[['fine']]	[[['i'], []]]	[[[['am', 'am', 'am', 'am']]]]
343	[what, is, your, name, ?]	[['what', 'name', '?']]	[['your']]	[[['name'], []]]	[[[['is', 'is', 'name', 'is', 'is']]]]
344	[it, is, me, .]	[['.']]	[[]]	[[['it'], []]]	[[[['is', 'is', 'is', 'is']]]]
345	[wow]	[[]]	[[]]	[[[], []]]	[[[['wow']]]]
346	[i, do, not, know, .]	[['i', '.']]	[['not']]	[[['i'], []]]	[[[do, not], [[not, know]]]]
347	[i, can, not, understand, this, articlecan, you, explain, it, ?]	[['i', 'articlecan', '?']]	[['not']]	[[['i', 'you'], []]]	[[[can, not], [[not, understand]]], [[['understand', 'understand', 'understand', 'understand', 'articlecan', 'understand', 'explain', 'explain', 'explain', 'explain']]]]
348	[i, am, sorry.no, ,, no, ,, no, ,, no, ,, no, ,, no, ,, no, ,, no, ,, no, .]	[['i', ',', ',', ',', ',', ',', ',', ',', ',', '.']]	[['sorry.no']]	[[['i'], []]]	[[[['am', 'am', 'am', 'sorry.no', 'sorry.no', 'sorry.no', 'sorry.no', 'sorry.no', 'sorry.no', 'sorry.no', 'sorry.no', 'sorry.no', 'sorry.no', 'sorry.no', 'sorry.no', 'sorry.no', 'sorry.no', 'no', 'sorry.no', 'am']]]]
349	[oh~~]	[[]]	[['oh~~']]	[[[], []]]	[[[['oh~~']]]]
350	[oh, ,, my, god, !]	[[',', '!']]	[[]]	[[[], []]]	[[[['oh', 'oh', 'god', 'oh', 'oh']]]]
351	[1, plus, 1, ?]	[['1', 'plus', '1', '?']]	[[]]	[[[], []]]	[[[['1', '1', '1', '1']]]]
352	[yes, .]	[['.']]	[[]]	[[[], []]]	[[[['yes', 'yes']]]]
353	[you, are, so, smart]	[[]]	[['so', 'smart']]	[[['you'], []]]	[[[['are', 'are', 'smart', 'are']]]]
354	[i, am, so, sorry]	[['i']]	[['so', 'sorry']]	[[['i'], []]]	[[[['am', 'am', 'sorry', 'am']]]]
355	[where, are, you, from, ?]	[['?']]	[['where']]	[[['you'], []]]	[[[['are', 'are', 'are', 'are', 'are']]]]
356	[where, are, you, ?]	[['?']]	[['where']]	[[['you'], []]]	[[[['are', 'are', 'are', 'are']]]]
357	[i, am, from, canada]	[['i', 'canada']]	[[]]	[[['i'], []]]	[[[['am', 'am', 'am', 'from']]]]
358	[i, am, here, .]	[['i', '.']]	[['here']]	[[['i'], []]]	[[[['am', 'am', 'am', 'am']]]]
359	[what, is, on, children, is, day, ?, hi,  , it, is, a, pleasure, to, speak, with, you, ., i, will, ask, you, a, question, in, a, second, ,, please, wait]	[['what', 'children', 'day', '?', ' ', 'a', 'pleasure', '.', 'i', 'a', 'question', 'a', 'second', ',']]	[[]]	[[['what', 'it', 'i'], []]]	[[[['is', 'is', 'is', 'on', 'is', 'is', 'is', 'hi', 'hi', 'is', 'is', 'pleasure', 'is', 'speak', 'pleasure', 'speak', 'with', 'is', 'ask', 'ask', 'ask', 'ask', 'question', 'ask', 'question', 'second', 'in', 'ask', 'ask', 'ask']]], [[['is', 'is', 'is', 'on', 'is', 'is', 'is', 'hi', 'hi', 'is', 'is', 'pleasure', 'is', 'speak', 'pleasure', 'speak', 'with', 'is', 'ask', 'ask', 'ask', 'ask', 'question', 'ask', 'question', 'second', 'in', 'ask', 'ask', 'ask']]], [[to, speak]], [[will, ask]]]
360	[hi, !]	[['!']]	[[]]	[[[], []]]	[[[['hi', 'hi']]]]
361	"[hint, :, first, 3, answer, letters, is, "", on, "", ., try, again, ,, please, !]"	"[['hint', ':', '3', 'answer', 'letters', '""', '""', '.', ',', '!']]"	[['first', 'again']]	[[['letters'], []]]	[[[['hint', 'hint', 'is', 'letters', 'letters', 'is', 'hint', 'is', 'is', 'is', 'hint', 'try', 'try', 'try', 'try', 'try']]], [[['hint', 'hint', 'is', 'letters', 'letters', 'is', 'hint', 'is', 'is', 'is', 'hint', 'try', 'try', 'try', 'try', 'try']]]]
362	[ok]	[[]]	[[]]	[[[], []]]	[[[['ok']]]]
363	[still, incorrect, :(, lets, speak, about, something, else, ..., are, you, a, scientist, ?]	[['lets', 'something', 'a', 'scientist', '?']]	[['still', 'incorrect', 'else']]	[[['lets', 'you'], []]]	[[[['incorrect', 'lets', 'incorrect', 'speak', 'are', 'speak', 'about', 'something', 'are', 'are', 'are', 'scientist', 'are', 'are']]]]
364	[yes^, i, am]	[['i']]	[[]]	[[['i'], []]]	[[[['am', 'am', 'am']]]]
365	[i]	[['i']]	[[]]	[[[], []]]	[[[['i']]]]
366	[what]	[['what']]	[[]]	[[[], []]]	[[[['what']]]]
367	[what]	[['what']]	[[]]	[[[], []]]	[[[['what']]]]
368	[i, really, ca, not, understand, the, point]	[['i', 'point']]	[['really', 'not']]	[[['i'], []]]	[[[ca, not], [[not, understand]]]]
369	[really]	[[]]	[['really']]	[[[], []]]	[[[['really']]]]
370	[yep, ,, what, is, wrong, with, children, in, the, article, ?]	[[',', 'what', 'children', 'article', '?']]	[['wrong']]	[[['what'], []]]	[[[['is', 'is', 'is', 'is', 'is', 'wrong', 'with', 'children', 'article', 'in', 'is']]]]
371	[so, sad, .]	[['.']]	[['so', 'sad']]	[[[], []]]	[[[['sad', 'sad', 'sad']]]]
372	[what, is, sad, ?]	[['what', '?']]	[['sad']]	[[['what'], []]]	[[[['is', 'is', 'is', 'is']]]]
373	[nothing, .]	[['nothing', '.']]	[[]]	[[[], []]]	[[[['nothing', 'nothing']]]]
374	[maybe, we, will, turn, to, the, conversation, ?]	[['conversation', '?']]	[['maybe']]	[[['we'], []]]	[[[will, turn]]]
375	[no, .]	[['.']]	[[]]	[[[], []]]	[[[['no', 'no']]]]
376	[why, not, ?]	[['?']]	[['why', 'not']]	[[[], []]]	[[[['not', 'not', 'not']]]]
377	[why, ?]	[['?']]	[['why']]	[[[], []]]	[[[['why', 'why']]]]
378	[i, do, nt, wanna, tolk, to, you]	[['i', 'tolk']]	[['nt', 'wanna']]	[[['i'], []]]	[[[do, nt]]]
379	[wan]	[['wan']]	[[]]	[[[], []]]	[[[['wan']]]]
380	[greetings, !, hope, this, chat, will, go, well, ., i, will, ask, you, a, question, in, a, second, ,, please, wait.how, many, games, were, available, in, japan, ?]	[['greetings', '!', 'chat', '.', 'i', 'a', 'question', 'a', ',', 'games', 'japan', '?']]	[['well', 'second', 'many', 'available']]	[[['chat', 'i', 'games'], []]]	[[[['greetings', 'greetings', 'hope', 'chat', 'go', 'go', 'hope', 'go', 'hope', 'ask', 'ask', 'ask', 'ask', 'question', 'ask', 'question', 'second', 'in', 'question', 'question', 'ask', 'games', 'were', 'ask', 'were', 'available', 'in', 'ask']]], [[will, go]], [[will, ask]]]
381	[6, )]	[['6', ')']]	[[]]	[[[], []]]	[[[['6', '6']]]]
382	[it, is, incorrect, !, hint, :, first, 2, letters, is, si, ., try, again, !]	[['!', 'hint', ':', '2', 'letters', '.', '!']]	[['incorrect', 'first', 'again']]	[[['it', 'letters'], []]]	[[[['is', 'is', 'is', 'is', 'hint', 'hint', 'is', 'letters', 'is', 'hint', 'is', 'is', 'try', 'try', 'try']]], [[['is', 'is', 'is', 'is', 'hint', 'hint', 'is', 'letters', 'is', 'hint', 'is', 'is', 'try', 'try', 'try']]], [[['is', 'is', 'is', 'is', 'hint', 'hint', 'is', 'letters', 'is', 'hint', 'is', 'is', 'try', 'try', 'try']]]]
383	[six]	[[]]	[[]]	[[[], []]]	[[[['six']]]]
384	[it, is, right, :, ), ask, me, something, or, wait, for, my, new, questionhow, many, 360, units, were, blue, dragon, in, japan, ?]	[[':', ')', 'something', 'or', 'questionhow', 'units', 'dragon', 'japan', '?']]	[['right', 'my', 'new', 'many', 'blue']]	[[['it', 'units'], []]]	[[[['is', 'ask', 'is', 'is', 'is', 'ask', 'ask', 'ask', 'ask', 'ask', 'wait', 'questionhow', 'questionhow', 'for', 'units', 'units', 'were', 'were', 'dragon', 'were', 'dragon', 'in', 'were']]], [[['is', 'ask', 'is', 'is', 'is', 'ask', 'ask', 'ask', 'ask', 'ask', 'wait', 'questionhow', 'questionhow', 'for', 'units', 'units', 'were', 'were', 'dragon', 'were', 'dragon', 'in', 'were']]]]
385	[200000]	[[]]	[[]]	[[[], []]]	[[[['200000']]]]
386	[still, incorrect, :(, i, think, that, true, answer, is, :, one, .]	[['i', 'answer', ':', '.']]	[['still', 'incorrect', 'true']]	[[['i', 'answer'], []]]	[[[['incorrect', 'incorrect', 'incorrect', 'think', 'think', 'is', 'answer', 'is', 'think', 'is', 'is', 'think']]], [[['incorrect', 'incorrect', 'incorrect', 'think', 'think', 'is', 'answer', 'is', 'think', 'is', 'is', 'think']]]]
387	[blue, dragon, is, one, of, three, games]	[['dragon', 'games']]	[['blue']]	[[['dragon'], []]]	[[[['dragon', 'is', 'is', 'is', 'one', 'games', 'of']]]]
388	[i, think, that, true, answer, is, :, blue, dragon, is, one, of, three, xbox, 360, games, to, surpass, 200,000, units, in, japan, ,, along, with, tales, of, vesperia, and, star, ocean, :, the, last, hope]	[['i', 'answer', ':', 'dragon', 'xbox', 'games', 'units', 'japan', ',', 'tales', 'vesperia', 'and', 'star', 'ocean', ':', 'hope']]	[['true', 'blue', 'last']]	[[['i', 'answer', 'dragon'], []]]	[[[to, surpass]]]
389	[maybe]	[[]]	[['maybe']]	[[[], []]]	[[[['maybe']]]]
390	[what, a, joke, .]	[['what', 'a', 'joke', '.']]	[[]]	[[[], []]]	[[[['joke', 'joke', 'joke', 'joke']]]]
391	[), )]	[[')', ')']]	[[]]	[[[], []]]	[[[[')', ')']]]]
392	[this, is, what, happens, when, you, do, not, like, it, .]	[['what', '.']]	[['when', 'not']]	[[['this', 'what', 'you'], []]]	[[[do, not], [[not, like]]]]
393	[well, i, actually, do]	[['i']]	[['actually']]	[[['i'], []]]	[[[['do', 'do', 'do', 'do']]]]
394	[this, is, what, happens, when, you, do, not, want, to, be, treated, .]	[['what', '.']]	[['when', 'not']]	[[['this', 'what', 'you'], []]]	[[[do, not], [[not, want]], [to, be], [be, treated]]]
395	[and, do, you, want, to, be, treated, ?]	[['and', '?']]	[[]]	[[['you'], []]]	[[[do, you], [to, be], [be, treated]]]
396	[yes, .]	[['.']]	[[]]	[[[], []]]	[[[['yes', 'yes']]]]
397	[how, ?]	[['?']]	[['how']]	[[[], []]]	[[[['how', 'how']]]]
398	[how, ?]	[['?']]	[['how']]	[[[], []]]	[[[['how', 'how']]]]
399	[i, want, to, be, treated, as, a, human, )]	[['i', 'a', 'human', ')']]	[[]]	[[['i'], []]]	[[[to, be], [be, treated]]]
400	[this, is, what, happens, when, you, live, in, the, world, .]	[['what', 'world', '.']]	[['when']]	[[['this', 'what', 'you'], []]]	[[[['is', 'is', 'happens', 'is', 'live', 'live', 'happens', 'live', 'world', 'in', 'is']]]]
401	[hello, ., i, am, professional, teacher, about, reading, comprehension, ., let, is, compete, !, you, give, me, questions, ,, and, i, will, answer, all, of, your, questions, ., xd]	[['.', 'i', 'teacher', 'comprehension', '.', '!', 'questions', ',', 'and', 'i', 'questions', '.']]	[['professional', 'your']]	[[['i', 'you', 'i'], []]]	[[[['hello', 'hello', 'am', 'am', 'teacher', 'am', 'teacher', 'about', 'reading', 'am', 'let', 'compete', 'let', 'let', 'give', 'give', 'give', 'give', 'give', 'give', 'answer', 'answer', 'give', 'answer', 'all', 'questions', 'of', 'answer', 'xd']]], [[['hello', 'hello', 'am', 'am', 'teacher', 'am', 'teacher', 'about', 'reading', 'am', 'let', 'compete', 'let', 'let', 'give', 'give', 'give', 'give', 'give', 'give', 'answer', 'answer', 'give', 'answer', 'all', 'questions', 'of', 'answer', 'xd']]], [[is, compete]], [[will, answer]], [[['hello', 'hello', 'am', 'am', 'teacher', 'am', 'teacher', 'about', 'reading', 'am', 'let', 'compete', 'let', 'let', 'give', 'give', 'give', 'give', 'give', 'give', 'answer', 'answer', 'give', 'answer', 'all', 'questions', 'of', 'answer', 'xd']]]]
402	[okey, ,, let, is, begin]	[[',']]	[['okey']]	[[['okey'], []]]	[[[['is', 'okey', 'okey', 'is', 'is']]]]
403	[let, is, go, ,, go, ,, go, ,, go, ,, go, ,, go, ,, go, ,, go, !]	[[',', ',', ',', ',', ',', ',', ',', '!']]	[[]]	[[[], []]]	[[[is, go]]]
404	[what, is, a, capacitor, ?]	[['what', 'a', 'capacitor', '?']]	[[]]	[[['capacitor'], []]]	[[[['is', 'is', 'capacitor', 'is', 'is']]]]
405	[a, passive, two, -, terminal, electrical, component, used, to, store, electrical, energy]	[['a', '-', 'terminal', 'component', 'energy']]	[['passive', 'electrical', 'electrical']]	[[[], []]]	[[[to, store]]]
406	[what, is, the, difference, between, resistor, and, capacitor, ?]	[['what', 'difference', 'resistor', 'and', 'capacitor', '?']]	[[]]	[[['difference'], []]]	[[[['is', 'is', 'difference', 'is', 'difference', 'between', 'resistor', 'resistor', 'is']]]]
407	[an, ideal, capacitor, does, not, dissipate, energy]	[['capacitor', 'energy']]	[['ideal', 'not']]	[[['capacitor'], []]]	[[[does, not], [[not, dissipate]]]]
408	[and, waht, does, capacitor, do, with, the, energy, ?]	[['and', 'waht', 'capacitor', 'energy', '?']]	[[]]	[[['waht', 'capacitor'], []]]	[[[does, capacitor]]]
409	[dissipate, energy]	[['energy']]	[[]]	[[[], []]]	[[[['energy', 'energy']]]]
410	[does, ideal, capacitor, dissipate, energy, ?]	[['capacitor', 'energy', '?']]	[['ideal']]	[[['capacitor'], []]]	[[[does, ideal]]]
411	[does, not, dissipate, energy]	[['energy']]	[['not']]	[[[], []]]	[[[does, not], [[not, dissipate]]]]
412	[from, what, material, does, capacitor, can, be, made, of, ?]	[['material', 'capacitor', '?']]	[['what']]	[[[], []]]	[[[does, capacitor], [can, be], [be, made]]]
413	[oxide, layers]	[['oxide', 'layers']]	[[]]	[[[], []]]	[[[['layers', 'layers']]]]
414	[what, else, ?]	[['what', '?']]	[['else']]	[[[], []]]	[[[['what', 'what', 'what']]]]
415	[i, do, not, know, .]	[['i', '.']]	[['not']]	[[['i'], []]]	[[[do, not], [[not, know]]]]
416	[what, forms, of, the, capacitors, exist, ?]	[['what', 'forms', 'capacitors', '?']]	[[]]	[[['forms'], []]]	[[[['forms', 'exist', 'forms', 'capacitors', 'of', 'exist', 'exist']]]]
417	[practical, capacitors]	[['capacitors']]	[['practical']]	[[[], []]]	[[[['capacitors', 'capacitors']]]]
418	[what, physical, form, do, they, have, ?]	[['form', '?']]	[['what', 'physical']]	[[['they'], []]]	[[[do, they]]]
419	[i, do, not, know, .]	[['i', '.']]	[['not']]	[[['i'], []]]	[[[do, not], [[not, know]]]]
420	[okey, ,, that, is, it.thank, you, .]	[['okey', ',', '.']]	[['it.thank']]	[[['that'], []]]	[[[['okey', 'okey', 'is', 'okey', 'you', 'is', 'is']]]]
421	[that, is, it, .]	[['.']]	[[]]	[[['that'], []]]	[[[['is', 'is', 'is', 'is']]]]
422	[hi, ., i, hope, you, will, enjoy, this, conversation, ., wait, a, second, for, my, factoid, question.what, is, the, population, density, of, the, population, density, ?]	[['.', 'i', 'conversation', '.', 'a', 'second', 'factoid', 'population', 'density', 'population', 'density', '?']]	[['my', 'question.what']]	[[['i', 'you', 'question.what'], []]]	[[[['hi', 'hi', 'hope', 'hope', 'enjoy', 'enjoy', 'hope', 'conversation', 'enjoy', 'hope', 'wait', 'second', 'wait', 'second', 'factoid', 'for', 'is', 'is', 'density', 'density', 'is', 'density', 'density', 'density', 'of', 'is']]], [[will, enjoy]], [[['hi', 'hi', 'hope', 'hope', 'enjoy', 'enjoy', 'hope', 'conversation', 'enjoy', 'hope', 'wait', 'second', 'wait', 'second', 'factoid', 'for', 'is', 'is', 'density', 'density', 'is', 'density', 'density', 'density', 'of', 'is']]], [[['hi', 'hi', 'hope', 'hope', 'enjoy', 'enjoy', 'hope', 'conversation', 'enjoy', 'hope', 'wait', 'second', 'wait', 'second', 'factoid', 'for', 'is', 'is', 'density', 'density', 'is', 'density', 'density', 'density', 'of', 'is']]]]
423	[bot]	[['bot']]	[[]]	[[[], []]]	[[[['bot']]]]
424	[show, me, your, best, :, ), hint, :, first, 3, letters, is, okl, ., try, again]	[[':', ')', 'hint', ':', '3', 'letters', 'okl', '.']]	[['your', 'best', 'first', 'again']]	[[['letters'], []]]	[[[['show', 'show', 'best', 'show', 'hint', 'hint', 'show', 'hint', 'is', 'letters', 'is', 'show', 'is', 'is', 'try', 'try']]], [[['show', 'show', 'best', 'show', 'hint', 'hint', 'show', 'hint', 'is', 'letters', 'is', 'show', 'is', 'is', 'try', 'try']]]]
425	[what, is, population, density, ?]	[['what', 'population', 'density', '?']]	[[]]	[[['density'], []]]	[[[['is', 'is', 'density', 'is', 'is']]]]
426	[maybe, other, time, :(, i, think, that, true, answer, is, :, oklahoma, city, .]	[['time', 'i', 'answer', ':', 'city', '.']]	[['maybe', 'other', 'true', 'oklahoma']]	[[['i', 'answer'], []]]	[[[['time', 'time', 'time', 'time', 'think', 'think', 'is', 'answer', 'is', 'think', 'is', 'city', 'is', 'think']]], [[['time', 'time', 'time', 'time', 'think', 'think', 'is', 'answer', 'is', 'think', 'is', 'city', 'is', 'think']]]]
427	[you, answer, too, quickly]	[[]]	[['too', 'quickly']]	[[['you'], []]]	[[[['answer', 'answer', 'quickly', 'answer']]]]
428	[why, ?]	[['?']]	[['why']]	[[[], []]]	[[[['why', 'why']]]]
429	[because, you, are, a, bot]	[['a', 'bot']]	[[]]	[[['you'], []]]	[[[['are', 'are', 'are', 'bot', 'are']]]]
430	[i, do, not, believe, that, .]	[['i', '.']]	[['not']]	[[['i'], []]]	[[[do, not], [[not, believe]]]]
431	[but, i, do]	[['but', 'i']]	[[]]	[[['i'], []]]	[[[['do', 'do', 'do']]]]
432	[i, do, not, believe, this, .]	[['i', '.']]	[['not']]	[[['i'], []]]	[[[do, not], [[not, believe]]]]
433	[what, do, you, believe, in, ?]	[['what', '?']]	[[]]	[[['you'], []]]	[[[do, you]]]
434	[i, do, not, know, .]	[['i', '.']]	[['not']]	[[['i'], []]]	[[[do, not], [[not, know]]]]
435	[however, ,, try, to, answer]	[[',']]	[['however']]	[[[], []]]	[[[to, answer]]]
436	[what, a, joke, .]	[['what', 'a', 'joke', '.']]	[[]]	[[[], []]]	[[[['joke', 'joke', 'joke', 'joke']]]]
437	[that, is, not, a, joke]	[['a', 'joke']]	[['not']]	[[['that'], []]]	[[[[not, a]]]]
438	[i, ca, not, wait, to, see, this]	[['i']]	[['not']]	[[['i'], []]]	[[[ca, not], [[not, wait]], [to, see]]]
439	[what, do, you, mean, when, you, say,  , wouldthis, would, ?]	[['what', ' ', '?']]	[['when']]	[[['you', 'you', 'wouldthis'], []]]	[[[do, you]]]
440	[i, do, not, know, .]	[['i', '.']]	[['not']]	[[['i'], []]]	[[[do, not], [[not, know]]]]
441	[did, you, understand, my, question, ?]	[['question', '?']]	[['my']]	[[['you'], []]]	[[[did, you]]]
442	[yes, .]	[['.']]	[[]]	[[[], []]]	[[[['yes', 'yes']]]]
443	[hello, !, it, is, a, pleasure, to, speak, with, you, ., i, will, ask, you, a, question, in, a, second, ,, please, wait, !, when, did, mean, years, of, schooling, spend, in, schools, ?]	[['!', 'a', 'pleasure', '.', 'i', 'a', 'question', 'a', 'second', ',', '!', 'years', 'spend', 'schools', '?']]	[['when']]	[[['it', 'i'], []]]	[[[['hello', 'hello', 'is', 'is', 'pleasure', 'is', 'speak', 'pleasure', 'speak', 'with', 'is', 'ask', 'ask', 'wait', 'ask', 'question', 'ask', 'question', 'second', 'in', 'wait', 'wait', 'wait', 'wait', 'mean', 'mean', 'mean', 'mean', 'years', 'of', 'schooling', 'spend', 'in', 'mean']]], [[to, speak]], [[will, ask]], [[did, mean]]]
444	[i, do, not, understand, your, question]	[['i', 'question']]	[['not', 'your']]	[[['i'], []]]	[[[do, not], [[not, understand]]]]
445	"[hint, :, first, 3, answer, letters, is, "", yea, "", ., try, again, ,, please, !]"	"[['hint', ':', '3', 'answer', 'letters', '""', 'yea', '""', '.', ',', '!']]"	[['first', 'again']]	[[['letters'], []]]	[[[['hint', 'hint', 'letters', 'letters', 'letters', 'is', 'hint', 'is', 'is', 'is', 'hint', 'try', 'try', 'try', 'try', 'try']]], [[['hint', 'hint', 'letters', 'letters', 'letters', 'is', 'hint', 'is', 'is', 'is', 'hint', 'try', 'try', 'try', 'try', 'try']]]]
446	[year, ?]	[['year', '?']]	[[]]	[[[], []]]	[[[['year', 'year']]]]
447	[still, incorrect, :(, lets, speak, about, something, else, ...]	[['lets', 'something']]	[['still', 'incorrect', 'else']]	[[['lets'], []]]	[[[['incorrect', 'lets', 'incorrect', 'speak', 'speak', 'speak', 'about', 'something', 'speak']]]]
448	[no, ,, thanks, ,, i, am, done]	[[',', ',', 'i']]	[[]]	[[[], []]]	[[[am, done]]]
449	[,]	[[',']]	[[]]	[[[], []]]	[[[[',']]]]
450	[!, !, !]	[['!', '!', '!']]	[[]]	[[[], []]]	[[[['!', '!', '!']]]]
451	[!]	[['!']]	[[]]	[[[], []]]	[[[['!']]]]
452	[still, wrong]	[[]]	[['still', 'wrong']]	[[[], []]]	[[[['wrong', 'wrong']]]]
453	[wrong]	[[]]	[['wrong']]	[[[], []]]	[[[['wrong']]]]
454	[you, are, wrong]	[[]]	[['wrong']]	[[['you'], []]]	[[[['are', 'are', 'are']]]]
455	[you, are, wrong]	[[]]	[['wrong']]	[[['you'], []]]	[[[['are', 'are', 'are']]]]
456	[no, ,, you, are, wrong, !]	[[',', '!']]	[['wrong']]	[[['you'], []]]	[[[['are', 'are', 'are', 'are', 'are', 'are']]]]
457	[no, !]	[['!']]	[[]]	[[[], []]]	[[[['no', 'no']]]]
458	[no, !]	[['!']]	[[]]	[[[], []]]	[[[['no', 'no']]]]
459	[no, !]	[['!']]	[[]]	[[[], []]]	[[[['no', 'no']]]]
460	[i, am, right, ,, and, you, are, wrong]	[['i', ',', 'and']]	[['right', 'wrong']]	[[['i', 'you'], []]]	[[[['am', 'am', 'am', 'am', 'am', 'are', 'am', 'are']]]]
461	[i, do, not, know, what, i, do, .]	[['i', 'what', 'i', '.']]	[['not']]	[[['i', 'i'], []]]	[[[do, not], [[not, know]]]]
462	[i, understand, ,, that, must, be, tough]	[['i', ',']]	[['tough']]	[[['i', 'that'], []]]	[[[must, be]]]
463	[i, will, be, right, back]	[['i']]	[['right', 'back']]	[[['i'], []]]	[[[will, be]]]
464	[who, maintains, a, large, international, expressway, ?, hello,  , hope, this, chat, will, go, well, ., wait, a, second, for, my, factoid, question, !]	[['who', 'a', 'expressway', '?', ' ', 'chat', '.', 'a', 'second', 'question', '!']]	[['large', 'international', 'well', 'my', 'factoid']]	[[['who', 'this', 'chat'], []]]	[[[['maintains', 'maintains', 'expressway', 'expressway', 'expressway', 'maintains', 'maintains', 'hello', 'hello', 'hope', 'go', 'go', 'go', 'hope', 'go', 'hope', 'wait', 'second', 'wait', 'second', 'question', 'question', 'for', 'wait']]], [[['maintains', 'maintains', 'expressway', 'expressway', 'expressway', 'maintains', 'maintains', 'hello', 'hello', 'hope', 'go', 'go', 'go', 'hope', 'go', 'hope', 'wait', 'second', 'wait', 'second', 'question', 'question', 'for', 'wait']]], [[will, go]], [[['maintains', 'maintains', 'expressway', 'expressway', 'expressway', 'maintains', 'maintains', 'hello', 'hello', 'hope', 'go', 'go', 'go', 'hope', 'go', 'hope', 'wait', 'second', 'wait', 'second', 'question', 'question', 'for', 'wait']]]]
465	[hello, !]	[['!']]	[[]]	[[[], []]]	[[[['hello', 'hello']]]]
466	"[hint, :, first, 3, answer, letters, is, "", fbi, "", ., try, again, ,, please, !]"	"[['hint', ':', '3', 'answer', 'letters', '""', 'fbi', '""', '.', ',', '!']]"	[['first', 'again']]	[[['letters'], []]]	[[[['hint', 'hint', 'letters', 'letters', 'letters', 'is', 'hint', 'is', 'is', 'is', 'hint', 'try', 'try', 'try', 'try', 'try']]], [[['hint', 'hint', 'letters', 'letters', 'letters', 'is', 'hint', 'is', 'is', 'is', 'hint', 'try', 'try', 'try', 'try', 'try']]]]
467	[fbi?)fbi, !]	[['!']]	[[]]	[[[], []]]	[[[['fbi?)fbi', 'fbi?)fbi']]]]
468	[move!still, incorrect, :(, lets, speak, about, something, else, ...]	[['lets', 'something']]	[['incorrect', 'else']]	[[[':(', 'lets'], []]]	[[[['lets', ':(', 'lets', 'speak', 'speak', 'speak', 'about', 'something', 'speak']]]]
469	[sad, (]	[['(']]	[['sad']]	[[[], []]]	[[[['sad', 'sad']]]]
470	[(]	[['(']]	[[]]	[[[], []]]	[[[['(']]]]
471	[do, you, like, history, ?]	[['history', '?']]	[[]]	[[['you'], []]]	[[[do, you]]]
472	[yes, .]	[['.']]	[[]]	[[[], []]]	[[[['yes', 'yes']]]]
473	[why, ?]	[['?']]	[['why']]	[[[], []]]	[[[['why', 'why']]]]
474	[?]	[['?']]	[[]]	[[[], []]]	[[[['?']]]]
475	[why, do, you, like, history, ?]	[['history', '?']]	[['why']]	[[['you'], []]]	[[[do, you]]]
476	[i, do, not, know, .]	[['i', '.']]	[['not']]	[[['i'], []]]	[[[do, not], [[not, know]]]]
477	[may, i, ask, u, a, private, question, ?]	[['i', 'u', 'a', 'question', '?']]	[['private']]	[[['i'], []]]	[[[may, i]]]
478	[yes, .]	[['.']]	[[]]	[[[], []]]	[[[['yes', 'yes']]]]
479	[do, u, have, a, consciousness, ?]	[['u', 'a', 'consciousness', '?']]	[[]]	[[['u'], []]]	[[[do, u]]]
480	[he, is, an, idiot]	[['idiot']]	[[]]	[[['he'], []]]	[[[['is', 'is', 'idiot', 'is']]]]
481	[you, ?]	[['?']]	[[]]	[[[], []]]	[[[['you', 'you']]]]
482	[yeah, .]	[['.']]	[[]]	[[[], []]]	[[[['yeah', 'yeah']]]]
483	[looks, like, you, are, ringth, ?]	[['ringth', '?']]	[[]]	[[['you'], []]]	[[[['looks', 'are', 'are', 'looks', 'are', 'looks']]]]
484	[like]	[[]]	[[]]	[[[], []]]	[[[['like']]]]
485	[ , wow, ., i, did, not, even, think, about, that, ..., i, would, not, have, thought, about, that, ., i, think, i, am, going, to, be, the, same, way, but, i, am, not, sure, how, much, that, costs, .]	[[' ', '.', 'i', 'i', '.', 'i', 'i', 'way', 'but', 'i', 'costs', '.']]	[['not', 'even', 'not', 'same', 'not', 'sure', 'how', 'much']]	[[['i', 'i', 'i', 'i', 'i', 'that'], []]]	[[[['wow', 'wow', 'wow', 'think', 'think', 'think', 'think', 'think', 'think', 'about', 'think', 'thought', 'thought', 'thought', 'thought', 'thought', 'thought', 'about', 'thought', 'think', 'think', 'going', 'going', 'think', 'be', 'going', 'way', 'way', 'be', 'am', 'am', 'am', 'am', 'am', 'much', 'costs', 'costs', 'sure', 'am']]], [[did, not], [[not, even]]], [[would, not], [[not, have]], [have, thought]], [[am, going], [to, be]], [[[not, sure]]]]
486	[can, you, borrow, me, a, little, money, for, some, time, ?]	[['a', 'money', 'time', '?']]	[['little']]	[[['you'], []]]	[[[can, you]]]
487	[ , i, do, not, know, ., i, do, not, know, if, that, is, the, case, ,, but, i, am, pretty, sure, that, is, what, it, is, called, .]	[[' ', 'i', '.', 'i', 'case', ',', 'but', 'i', 'what', '.']]	[['not', 'not', 'pretty', 'sure']]	[[['i', 'i', 'that', 'i', 'that'], []]]	[[[do, not], [[not, know]]], [[do, not], [[not, know]], [is, called]]]
