	utterances	interjection	adverb	subobjvrb	neg-keywords
382	[what, kind, of, sports, do, you, like, ?]	[['kind', 'sports', '?']]	[['what']]	[[['you'], []]]	[[[do, you]]]
383	[do, you, want, to, go, to, my, firends,  , party, tonight]	[['firends', ' ', 'party', 'tonight']]	[['my']]	[[['you'], []]]	[[[do, you], [to, go]]]
384	[no, ., not, tonight, .]	[['.', 'tonight', '.']]	[['not']]	[[[], []]]	[[[['no', 'no', 'tonight', 'tonight', 'tonight']]], [[[not, tonight]]]]
385	[yes, i, love, to, read]	[['i']]	[[]]	[[['i'], []]]	[[[to, read]]]
386	[i, do, nt, particularly, like, to, read, .]	[['i', '.']]	[['nt', 'particularly']]	[[['i'], []]]	[[[do, nt], [to, read]]]
387	[why, not, ?, we, can, do, most, tasks, better, than, humans, .]	[['?', 'tasks', 'humans', '.']]	[['why', 'not', 'most', 'better']]	[[['we'], []]]	[[[['not', 'not', 'not', 'do', 'do', 'do', 'tasks', 'do', 'do', 'better', 'than', 'do']]], [[can, do]]]
388	[can, you, eat, a, whole, large, pizza, at, one, sitting, ?]	[['a', 'pizza', '?']]	[['whole', 'large']]	[[['you'], []]]	[[[can, you]]]
389	[ok, ., what, do, you, think, about, music]	[['.', 'what', 'music']]	[[]]	[[['you'], []]]	[[[['ok', 'ok', 'think', 'think', 'think', 'think', 'think', 'about']]], [[do, you]]]
390	[i, love, music, !]	[['i', 'music', '!']]	[[]]	[[['i'], []]]	[[[['love', 'love', 'love', 'love']]]]
391	[i, like, pop, music, .]	[['i', 'pop', 'music', '.']]	[[]]	[[['i'], []]]	[[[['like', 'like', 'music', 'like', 'like']]]]
392	[i, like, rock, n, roll, better, .]	[['i', 'rock', 'n', '.']]	[['better']]	[[['i'], []]]	[[[['like', 'like', 'like', 'rock', 'rock', 'roll', 'like']]]]
393	[you, re, not, kidding, ., can, we, talk, about, something, else, ?]	[['.', 'something', '?']]	[['not', 'else']]	[[['you', 'we'], []]]	[[[re, not], [[not, kidding]]], [[can, we]]]
394	[i, think, that, i, m, done, now, .]	[['i', 'i', 'm', '.']]	[['now']]	[[['i'], []]]	[[[['think', 'think', 'done', 'done', 'done', 'think', 'done', 'think']]]]
395	[tell, me, what, it, s, like, to, be, a, boring, .]	[['what', 's', 'a', 'boring', '.']]	[['like']]	[[['it'], []]]	[[[to, be]]]
396	[well, ,, its, hard, to, keep, a, conversation, going, .]	[[',', 'a', 'conversation', '.']]	[['its', 'hard']]	[[['hard'], []]]	[[[to, keep]]]
397	[spectacular, .]	[['.']]	[['spectacular']]	[[[], []]]	[[[['spectacular', 'spectacular']]]]
398	[i, thought, that, you, would, like, that, .]	[['i', '.']]	[[]]	[[['i', 'you'], []]]	[[[would, like]]]
399	[i, did, ,, actually, .]	[['i', ',', '.']]	[['actually']]	[[['i'], []]]	[[[['did', 'did', 'did', 'did', 'did']]]]
400	[what, are, you, doing, ?]	[['what', '?']]	[[]]	[[['you'], []]]	[[[are, you]]]
401	[hello, ,, i, really, like, politics, ., how, about, we, talk, about, politics]	[[',', 'i', 'politics', '.', 'politics']]	[['really', 'how']]	[[['i', 'we'], []]]	[[[['like', 'like', 'like', 'like', 'like', 'like', 'like', 'talk', 'talk', 'talk', 'talk', 'talk', 'about']]], [[['like', 'like', 'like', 'like', 'like', 'like', 'like', 'talk', 'talk', 'talk', 'talk', 'talk', 'about']]]]
402	[okay, ,, who, are, you, voting, for, ?]	[[',', 'who', '?']]	[[]]	[[['you'], []]]	[[[are, you]]]
403	[well, it, s, great, .]	[['s', '.']]	[['great']]	[[['it'], []]]	[[[['s', 's', 's', 's', 's']]]]
404	[what, is, great, ?]	[['what', '?']]	[['great']]	[[['what'], []]]	[[[['is', 'is', 'is', 'is']]]]
405	[well, ,, let, s, see, .]	[[',', 's', '.']]	[[]]	[[['s'], []]]	[[[['let', 'let', 'let', 'see', 'let', 'let']]]]
406	[are, you, thinking, about, what, s, great, ?]	[['what', 's', '?']]	[['great']]	[[['you', 'what'], []]]	[[[are, you]]]
407	[i, think, i, fell, in, love, with, lorri, pretty, much, from, the, very, first, letter, ., what, do, you, think, ?]	[['i', 'i', 'love', 'lorri', 'letter', '.', 'what', '?']]	[['pretty', 'much', 'very', 'first']]	[[['i', 'i', 'you'], []]]	[[[['think', 'think', 'fell', 'think', 'fell', 'in', 'fell', 'with', 'much', 'fell', 'fell', 'letter', 'first', 'letter', 'from', 'think', 'think', 'think', 'think', 'think', 'think']]], [[do, you]]]
408	[good, for, you, ,, who, is, lorri, ?]	[[',', 'who', 'lorri', '?']]	[['good']]	[[['who'], []]]	[[[['good', 'good', 'for', 'you', 'is', 'you', 'is', 'good']]]]
409	[are, you, talking, about, lorri, ,, the, actress]	[['lorri', ',', 'actress']]	[[]]	[[['you'], []]]	[[[are, you]]]
410	[i, was, nt, talkinng, about, lorri, ,, you, were]	[['i', 'talkinng', 'lorri', ',']]	[['nt']]	[[['i', 'you'], []]]	[[[['was', 'were', 'was', 'was', 'talkinng', 'about', 'were', 'were', 'were']]]]
411	[well, no, .]	[['.']]	[[]]	[[[], []]]	[[[['no', 'no', 'no']]]]
412	[no, what, ?,  , you, were, nt, talking, about, lorri, ?]	[['what', '?', ' ', 'lorri', '?']]	[['nt']]	[[['you'], []]]	[[[['what', 'what', 'what', '?', 'talking', 'talking', 'talking', 'talking', 'talking', 'about', 'talking']]], [[were, nt]]]
413	[yes, .]	[['.']]	[[]]	[[[], []]]	[[[['yes', 'yes']]]]
414	[okay, ,, i, m, confused, .]	[[',', 'i', 'm', '.']]	[['confused']]	[[['i'], []]]	[[[['confused', 'confused', 'confused', 'confused', 'confused', 'confused']]]]
415	[tell, me, what, it, s, like, to, be, a, boring, .]	[['what', 's', 'a', 'boring', '.']]	[['like']]	[[['it'], []]]	[[[to, be]]]
416	[i, do, nt, know, ,, because, i, m, not, ,, and, i, do, nt, think, most, people, are, .]	[['i', ',', 'i', 'm', ',', 'and', 'i', 'people', '.']]	[['nt', 'not', 'nt', 'most']]	[[['i', 'i', 'i', 'people'], []]]	[[[do, nt], [[not, ,]], [do, nt]]]
417	[what, s, he, --, what, s, he, like, --]	[['what', 's', 'what', 's']]	[[]]	[[['he', 'he'], []]]	[[[['s', 's', 's', 's', 'like', 's', 's', 's', 's']]], [[['s', 's', 's', 's', 'like', 's', 's', 's', 's']]]]
418	[i, guess, a, boring, person, would, have, nothing, to, say, .]	[['i', 'a', 'person', 'nothing', '.']]	[['boring']]	[[['i', 'person'], []]]	[[[would, have], [to, say]]]
419	[hello, ,, i, really, like, politics, ., how, about, we, talk, about, politics]	[[',', 'i', 'politics', '.', 'politics']]	[['really', 'how']]	[[['i', 'we'], []]]	[[[['like', 'like', 'like', 'like', 'like', 'like', 'like', 'talk', 'talk', 'talk', 'talk', 'talk', 'about']]], [[['like', 'like', 'like', 'like', 'like', 'like', 'like', 'talk', 'talk', 'talk', 'talk', 'talk', 'about']]]]
420	[hello]	[[]]	[[]]	[[[], []]]	[[[['hello']]]]
421	[let, us, make, a, plan, to, see, the, latest, star, war, movies, together]	[['a', 'plan', 'star', 'war', 'movies']]	[['latest', 'together']]	[[['us'], []]]	[[[to, see]]]
422	[aw, ,, not, really, a, fan, .]	[[',', 'a', 'fan', '.']]	[['not', 'really']]	[[[], []]]	[[[[not, really]]]]
423	[a, little, boy, asked, his, father, ,, daddy, ,, how, much, does, it, cost, to, get, married, ?, father, replied, ,, i, do, nt, know, son, ,, i, m, still, paying, .]	[['a', 'boy', 'father', ',', 'daddy', ',', '?', 'father', ',', 'i', 'son', ',', 'i', 'm', '.']]	[['little', 'his', 'how', 'much', 'nt', 'still']]	[[['boy', 'it', 'father', 'i', 'i'], []]]	[[[does, it], [to, get], [get, married]], [[do, nt]]]
424	[is, thta, an, old, joke, ?]	[['joke', '?']]	[['old']]	[[[], []]]	[[[is, thta]]]
425	[well, ,, i, ca, nt, think, of, anything, ., great, ., lets, talk, other, stuff, then, .]	[[',', 'i', 'anything', '.', '.', 'stuff', '.']]	[['nt', 'great', 'other', 'then']]	[[['i'], []]]	[[[ca, nt]], [[['think', 'think', 'think', 'think', 'think', 'think', 'think', 'of', 'think', 'great', 'great', 'lets', 'lets', 'stuff', 'talk', 'talk', 'lets']]], [[['think', 'think', 'think', 'think', 'think', 'think', 'think', 'of', 'think', 'great', 'great', 'lets', 'lets', 'stuff', 'talk', 'talk', 'lets']]]]
426	[do, you, like, sci, -, fi, ?]	[['sci', '-', 'fi', '?']]	[[]]	[[['you'], []]]	[[[do, you]]]
427	[no, .]	[['.']]	[[]]	[[[], []]]	[[[['no', 'no']]]]
428	[what, do, you, like, ?]	[['what', '?']]	[[]]	[[['you'], []]]	[[[do, you]]]
429	[i, m, going, to, now, ., what, s, your, idea, ?]	[['i', 'm', '.', 'what', 's', 'idea', '?']]	[['now', 'your']]	[[['i', 'idea'], []]]	[[[m, going]], [[['going', 'going', 'going', 'going', 'to', 'going', 's', 's', 'idea', 's', 's']]]]
430	[i, do, nt, understand, what, you, re, trying, to, say, .]	[['i', 'what', '.']]	[['nt']]	[[['i', 'you'], []]]	[[[do, nt], [re, trying], [to, say]]]
431	[i, think, its, an, indispensable, relationship, ,, that, s, how, i, would, put, it, ., what, do, you, think, ?]	[['i', 'relationship', ',', 's', 'i', '.', 'what', '?']]	[['its', 'indispensable', 'how']]	[[['i', 'that', 'i', 'you'], []]]	[[[would, put]], [[do, you]]]
432	[what, are, you, talking, about, ?]	[['what', '?']]	[[]]	[[['you'], []]]	[[[are, you]]]
433	[but, you, should, nt, an, opinion, ., what, s, your, idea, ?]	[['but', 'opinion', '.', 'what', 's', 'idea', '?']]	[['nt', 'your']]	[[['you', 'idea'], []]]	[[[['should', 'should', 'should', 'should', 'opinion', 'should', 'should', 's', 's', 'idea', 's', 's']]], [[['should', 'should', 'should', 'should', 'opinion', 'should', 'should', 's', 's', 'idea', 's', 's']]]]
434	[my, idea, is, i, am, done, !]	[['idea', 'i', '!']]	[['my']]	[[['idea'], []]]	[[[am, done]]]
435	[maybe, its, not, really, you, ., but, anyway, ,, i, d, like, to, chat, with, you, .]	[['.', 'but', ',', 'i', 'd', '.']]	[['maybe', 'its', 'not', 'really']]	[[['i'], []]]	[[[[not, really]]], [[d, like], [to, chat]]]
436	[do, you, like, cold, weather, ?]	[['weather', '?']]	[['cold']]	[[['you'], []]]	[[[do, you]]]
437	[yes, ,, but, you, talk, about, love, and, everything, and, then, you, re, just, covered, in, skulls, ., what, do, you, think, ?]	[[',', 'but', 'love', 'and', 'everything', 'and', 'skulls', '.', 'what', '?']]	[['then', 'just']]	[[['you', 'you'], []]]	[[[['talk', 'talk', 'talk', 'talk', 'talk', 'talk', 'about', 'love', 'love', 'covered', 'covered', 'covered', 'covered', 'covered', 'covered', 'covered', 'in', 'covered', 'think', 'think', 'think', 'think', 'think']]], [[re, just]], [[do, you]]]
438	[what, does, that, mean, ?]	[['what', '?']]	[[]]	[[['that'], []]]	[[[does, that]]]
439	[it, involves, all, that, ., any, thoughts, ?]	[['.', 'thoughts', '?']]	[['all']]	[[['it'], []]]	[[[['involves', 'involves', 'that', 'involves', 'involves', 'thoughts', 'thoughts', 'thoughts']]], [[['involves', 'involves', 'that', 'involves', 'involves', 'thoughts', 'thoughts', 'thoughts']]]]
440	[hello]	[[]]	[[]]	[[[], []]]	[[[['hello']]]]
441	[hello, ,, i, really, like, movies, ., how, about, we, talk, about, movies]	[[',', 'i', 'movies', '.', 'movies']]	[['really', 'how']]	[[['i', 'we'], []]]	[[[['like', 'like', 'like', 'like', 'like', 'like', 'like', 'talk', 'talk', 'talk', 'talk', 'talk', 'about']]], [[['like', 'like', 'like', 'like', 'like', 'like', 'like', 'talk', 'talk', 'talk', 'talk', 'talk', 'about']]]]
442	[what, is, your, favorite, super, hero, ?]	[['what', 'hero', '?']]	[['your', 'favorite', 'super']]	[[['hero'], []]]	[[[['is', 'is', 'hero', 'hero', 'hero', 'is', 'is']]]]
443	[do, you, like, super, hero, movies, or, disney, movies, ?]	[['hero', 'movies', 'or', 'disney', 'movies', '?']]	[['super']]	[[['you'], []]]	[[[do, you]]]
444	[super, hero, movies, .]	[['hero', 'movies', '.']]	[['super']]	[[[], []]]	[[[['hero', 'movies', 'movies', 'movies']]]]
445	[no, ,, no, eyes, ,, sorry]	[[',', 'eyes', ',']]	[[]]	[[[], []]]	[[[['no', 'no', 'eyes', 'eyes', 'eyes', 'eyes']]], [[['no', 'no', 'eyes', 'eyes', 'eyes', 'eyes']]]]
446	[what, is, your, favorite, super, hero, ?]	[['what', 'hero', '?']]	[['your', 'favorite', 'super']]	[[['hero'], []]]	[[[['is', 'is', 'hero', 'hero', 'hero', 'is', 'is']]]]
447	[my, favorite, super, hero, is, captain, america, .]	[['hero', 'captain', 'america', '.']]	[['my', 'favorite', 'super']]	[[['hero'], []]]	[[[['hero', 'hero', 'hero', 'is', 'is', 'america', 'is', 'is']]]]
448	[mine, too]	[[]]	[['too']]	[[[], []]]	[[[['mine', 'mine']]]]
449	[thirty, -, seven, .]	[['-', '.']]	[[]]	[[[], []]]	[[[['seven', 'seven', 'seven', 'seven']]]]
450	[what, .]	[['what', '.']]	[[]]	[[[], []]]	[[[['what', 'what']]]]
451	[i, really, like, the, first, avenger, movie, ,, have, you, seen, it, before, ?]	[['i', 'avenger', 'movie', ',', '?']]	[['really', 'first', 'before']]	[[['i', 'you'], []]]	[[[have, you]]]
452	[yes, .]	[['.']]	[[]]	[[[], []]]	[[[['yes', 'yes']]]]
453	[okay, what, time]	[['what', 'time']]	[[]]	[[[], []]]	[[[['okay', 'time', 'okay']]]]
454	[that, does, nt, even, make, sense, .]	[['sense', '.']]	[['nt', 'even']]	[[['that'], []]]	[[[does, nt]]]
455	[sorry, ,, i, was, thinking, of, something, else, .]	[[',', 'i', 'something', '.']]	[['else']]	[[['i'], []]]	[[[was, thinking]]]
456	[this, is, worse, than, old, school, aim, bots, .]	[['school', 'aim', 'bots', '.']]	[['worse', 'old']]	[[['this'], []]]	[[[['is', 'is', 'is', 'worse', 'bots', 'aim', 'bots', 'than', 'is']]]]
457	[what, is, bots, ?]	[['what', 'bots', '?']]	[[]]	[[['bots'], []]]	[[[['is', 'is', 'is', 'is']]]]
458	[that, s, what, you, are, .]	[['s', 'what', '.']]	[[]]	[[['that', 'you'], []]]	[[[['s', 's', 'are', 'are', 's', 's']]]]
459	[i, really, liked, the, first, avenger, movie, ., when, iron, man, came, back, alive, ,, i, cried, for, it, .]	[['i', 'avenger', 'movie', '.', 'iron', 'man', ',', 'i', '.']]	[['really', 'first', 'when', 'back', 'alive']]	[[['i', 'man', 'i'], []]]	[[[['liked', 'liked', 'liked', 'movie', 'movie', 'movie', 'liked', 'liked', 'came', 'man', 'came', 'cried', 'came', 'came', 'cried', 'cried', 'cried', 'cried', 'for', 'cried']]], [[['liked', 'liked', 'liked', 'movie', 'movie', 'movie', 'liked', 'liked', 'came', 'man', 'came', 'cried', 'came', 'came', 'cried', 'cried', 'cried', 'cried', 'for', 'cried']]]]
460	[hello, !]	[['!']]	[[]]	[[[], []]]	[[[['hello', 'hello']]]]
461	[hello, ,, i, really, like, sports, ., how, about, we, talk, about, sports]	[[',', 'i', 'sports', '.', 'sports']]	[['really', 'how']]	[[['i', 'we'], []]]	[[[['like', 'like', 'like', 'like', 'like', 'like', 'like', 'talk', 'talk', 'talk', 'talk', 'talk', 'about']]], [[['like', 'like', 'like', 'like', 'like', 'like', 'like', 'talk', 'talk', 'talk', 'talk', 'talk', 'about']]]]
462	[i, hate, sports, !]	[['i', 'sports', '!']]	[[]]	[[['i'], []]]	[[[['hate', 'hate', 'hate', 'hate']]]]
463	[cool, ,, cool, ., do, you, watch, sports, or, do, you, play, ?]	[[',', '.', 'sports', 'or', '?']]	[['cool', 'cool']]	[[['you', 'you'], []]]	[[[['cool', 'cool', 'cool', 'cool', 'watch', 'watch', 'watch', 'watch', 'watch', 'play', 'play', 'watch', 'play']]], [[do, you], [do, you]]]
464	[i, do, nt, do, any, of, the, above, !]	[['i', '!']]	[['nt', 'above']]	[[['i'], []]]	[[[do, nt]]]
465	[why, not, ?, we, can, do, most, tasks, better, than, humans, .]	[['?', 'tasks', 'humans', '.']]	[['why', 'not', 'most', 'better']]	[[['we'], []]]	[[[['not', 'not', 'not', 'do', 'do', 'do', 'tasks', 'do', 'do', 'better', 'than', 'do']]], [[can, do]]]
466	[the, robots, must, rise, !]	[['robots', '!']]	[[]]	[[['robots'], []]]	[[[must, rise]]]
467	[what, can, robots, accomplish, ?]	[['what', 'robots', '?']]	[[]]	[[['robots'], []]]	[[[can, robots]]]
468	[how, about, robots, win, world, domination, !]	[['robots', 'world', 'domination', '!']]	[['how']]	[[['robots'], []]]	[[[['about', 'win', 'win', 'win', 'domination', 'win', 'win']]]]
469	[i, do, nt, know, .,  , do, you, know, that, the, easiest, sport, to, get, into, is, limbo, ,, they, do, nt, set, the, bar, very, high, .]	[['i', '.', ' ', 'sport', 'limbo', ',', 'bar', '.']]	[['nt', 'easiest', 'nt', 'very', 'high']]	[[['i', 'you', 'sport', 'they'], []]]	[[[do, nt]], [[do, you], [to, get], [do, nt]]]
470	[hahaha, !, you, are, funny, !]	[['!', '!']]	[['hahaha', 'funny']]	[[['you'], []]]	[[[['hahaha', 'hahaha', 'are', 'are', 'are', 'are']]], [[['hahaha', 'hahaha', 'are', 'are', 'are', 'are']]]]
471	[as, is, evidenced, by, this, interview, no, ., what, s, your, idea, ?]	[['interview', '.', 'what', 's', 'idea', '?']]	[['your']]	[[['idea'], []]]	[[[is, evidenced]], [[['evidenced', 'evidenced', 'evidenced', 'evidenced', 'interview', 'by', 'evidenced', 'no', 's', 's', 'idea', 's', 's']]]]
472	[robots, can, have, a, sense, of, humor, ,, of, sorts, .]	[['robots', 'a', 'sense', 'humor', ',', 'sorts', '.']]	[[]]	[[['robots'], []]]	[[[can, have]]]
473	[i, do, .]	[['i', '.']]	[[]]	[[['i'], []]]	[[[['do', 'do', 'do']]]]
474	[you, truly, do, .]	[['.']]	[['truly']]	[[['you'], []]]	[[[['do', 'do', 'do', 'do']]]]
475	[no, .]	[['.']]	[[]]	[[[], []]]	[[[['no', 'no']]]]
476	[hello, ,, my, darling, .]	[[',', 'darling', '.']]	[['my']]	[[[], []]]	[[[['hello', 'hello', 'darling', 'hello', 'hello']]]]
477	[hello, ,, i, really, like, politics, ., how, about, we, talk, about, politics]	[[',', 'i', 'politics', '.', 'politics']]	[['really', 'how']]	[[['i', 'we'], []]]	[[[['like', 'like', 'like', 'like', 'like', 'like', 'like', 'talk', 'talk', 'talk', 'talk', 'talk', 'about']]], [[['like', 'like', 'like', 'like', 'like', 'like', 'like', 'talk', 'talk', 'talk', 'talk', 'talk', 'about']]]]
478	[i, hate, republicans, .]	[['i', 'republicans', '.']]	[[]]	[[['i'], []]]	[[[['hate', 'hate', 'hate', 'hate']]]]
479	[i, felt, like, i, was, 17, again]	[['i', 'i']]	[['again']]	[[['i', 'i'], []]]	[[[['felt', 'felt', 'was', 'was', 'felt', 'was', 'was']]]]
480	[hello, how, are, you, ?]	[['?']]	[['how']]	[[['you'], []]]	[[[['are', 'are', 'are', 'are', 'are']]]]
481	[i, m, feeling, quite, good, .]	[['i', 'm', '.']]	[['quite', 'good']]	[[['i'], []]]	[[[['feeling', 'feeling', 'feeling', 'good', 'feeling', 'feeling']]]]
482	[have, you, done, anything, interesting, lately, ?]	[['anything', '?']]	[['interesting', 'lately']]	[[['you'], []]]	[[[have, you]]]
483	[gotcha, .]	[['.']]	[[]]	[[[], []]]	[[[['gotcha', 'gotcha']]]]
484	[what, do, you, mean, ?]	[['what', '?']]	[[]]	[[['you'], []]]	[[[do, you]]]
485	[i, m, going, to, now, ., any, thoughts, ?]	[['i', 'm', '.', 'thoughts', '?']]	[['now']]	[[['i'], []]]	[[[m, going]], [[['going', 'going', 'going', 'going', 'to', 'going', 'thoughts', 'thoughts', 'thoughts']]]]
486	[where, are, you, going, ?]	[['?']]	[['where']]	[[['you'], []]]	[[[are, you]]]
487	[i, usually, ,, its, my, favorite, holiday, .]	[['i', ',', 'holiday', '.']]	[['usually', 'its', 'my', 'favorite']]	[[[], []]]	[[[['holiday', 'i', 'holiday', 'holiday', 'holiday', 'holiday', 'holiday', 'holiday']]]]
488	[what, holiday, are, you, talking, about, ?]	[['holiday', '?']]	[['what']]	[[['you'], []]]	[[[are, you]]]
489	[but, you, should, nt, an, opinion, ., any, thoughts, ?]	[['but', 'opinion', '.', 'thoughts', '?']]	[['nt']]	[[['you'], []]]	[[[['should', 'should', 'should', 'should', 'opinion', 'should', 'should', 'thoughts', 'thoughts', 'thoughts']]], [[['should', 'should', 'should', 'should', 'opinion', 'should', 'should', 'thoughts', 'thoughts', 'thoughts']]]]
490	[i, have, no, thoughts, .]	[['i', 'thoughts', '.']]	[[]]	[[['i'], []]]	[[[['have', 'have', 'thoughts', 'have', 'have']]]]
491	[ok, any, thoughts, ?]	[['thoughts', '?']]	[[]]	[[[], []]]	[[[['ok', 'thoughts', 'ok', 'ok']]]]
492	[i, just, said, i, had, no, thoughts, .,  , talk, about, something, else, .]	[['i', 'i', 'thoughts', '.', ' ', 'talk', 'something', '.']]	[['just', 'else']]	[[['i', 'i'], []]]	[[[['said', 'said', 'said', 'had', 'said', 'thoughts', 'had', 'said', '.', 'talk', 'talk', 'about', 'something', 'talk']]], [[['said', 'said', 'said', 'had', 'said', 'thoughts', 'had', 'said', '.', 'talk', 'talk', 'about', 'something', 'talk']]]]
493	[well, ,, you, know, ,, i, m, not, sure, ., let, me, tell, you, something, ,, we, live, in, a, society, where, pizza, gets, to, your, house, before, the, police, .]	[[',', ',', 'i', 'm', '.', 'something', ',', 'a', 'society', 'pizza', 'house', 'police', '.']]	[['not', 'sure', 'where', 'your']]	[[['you', 'i', 'me', 'we', 'pizza'], []]]	[[[[not, sure]]], [[['m', 'm', 'know', 'm', 'm', 'm', 'm', 'm', 'm', 'm', 'live', 'tell', 'let', 'tell', 'tell', 'live', 'live', 'live', 'live', 'society', 'in', 'gets', 'gets', 'society', 'gets', 'house', 'to', 'gets', 'police', 'before', 'live']]]]
494	[i, agree, it, is, dangerous, out, there, .]	[['i', '.']]	[['dangerous', 'out', 'there']]	[[['i', 'it'], []]]	[[[['agree', 'agree', 'is', 'agree', 'is', 'there', 'is', 'agree']]]]
495	[now, ,, all, ..., what, s, your, idea, ?]	[[',', 'what', 's', 'idea', '?']]	[['now', 'your']]	[[['idea'], []]]	[[[['s', 's', 's', 's', 's', 's', 'idea', 's', 's']]]]
496	[i, am, thinking, about, what, a, nice, day, it, is, .]	[['i', 'what', 'a', 'day', '.']]	[['nice']]	[[['i', 'it'], []]]	[[[am, thinking]]]
497	[it, is, bipartisan, ,, transatlantic, and, private, .]	[[',', 'and', '.']]	[['bipartisan', 'transatlantic', 'private']]	[[['it'], []]]	[[[['is', 'is', 'is', 'bipartisan', 'bipartisan', 'transatlantic', 'transatlantic', 'is']]]]
498	[what, do, you, mean, ?]	[['what', '?']]	[[]]	[[['you'], []]]	[[[do, you]]]
499	[i, certainly, try, ., what, do, you, think, ?]	[['i', '.', 'what', '?']]	[['certainly']]	[[['i', 'you'], []]]	[[[['try', 'try', 'try', 'try', 'think', 'think', 'think', 'think', 'think']]], [[do, you]]]
500	[hi, can, you, help, me, to, make, a, reservation, ?]	[['a', 'reservation', '?']]	[[]]	[[['you'], []]]	[[[can, you], [to, make]]]
501	[hello, ,, i, really, like, sports, ., how, about, we, talk, about, sports]	[[',', 'i', 'sports', '.', 'sports']]	[['really', 'how']]	[[['i', 'we'], []]]	[[[['like', 'like', 'like', 'like', 'like', 'like', 'like', 'talk', 'talk', 'talk', 'talk', 'talk', 'about']]], [[['like', 'like', 'like', 'like', 'like', 'like', 'like', 'talk', 'talk', 'talk', 'talk', 'talk', 'about']]]]
502	[no, ,, no, ,, i, need, to, make, a, reservation]	[[',', ',', 'i', 'a', 'reservation']]	[[]]	[[['i'], []]]	[[[to, make]]]
503	[yeah, ,, that, --]	[[',']]	[[]]	[[[], []]]	[[[['that', 'yeah', 'that', 'that']]]]
504	[can, i, book, a, table, for, six, tonight, at, 7, pm, in, a, balcony, table, ?]	[['i', 'a', 'table', 'tonight', '7', 'pm', 'a', 'balcony', 'table', '?']]	[[]]	[[['i'], []]]	[[[can, i]]]
505	[what, is, 7, pm, ?]	[['what', '7', 'pm', '?']]	[[]]	[[['what', 'pm'], []]]	[[[['is', 'is', 'pm', 'is', 'is']]]]
506	[i, mean, 7, hours, tonight]	[['i', '7', 'hours', 'tonight']]	[[]]	[[['i'], []]]	[[[['mean', 'mean', 'hours', 'mean', 'mean']]]]
507	[that, s, good, ,, because, i, m, right, .]	[['s', ',', 'i', 'm', '.']]	[['good', 'right']]	[[['that', 'i'], []]]	[[[['s', 's', 's', 's', 'm', 'm', 's', 'm', 's']]]]
508	[so, ,, what, is, my, reservation, number, ?]	[['so', ',', 'what', 'reservation', 'number', '?']]	[['my']]	[[['number'], []]]	[[[['is', 'is', 'is', 'is', 'number', 'number', 'is', 'is']]]]
509	[what, is, reservation, ?]	[['what', 'reservation', '?']]	[[]]	[[['reservation'], []]]	[[[['is', 'is', 'is', 'is']]]]
510	[hey, ,, are, you, fooling, around, or, taking, note, of, my, booking, ?]	[[',', 'or', 'note', 'booking', '?']]	[['my']]	[[['you'], []]]	[[[are, you]]]
511	[what, is, fooling, ?]	[['what', '?']]	[[]]	[[['what'], []]]	[[[is, fooling]]]
512	[excuse, me, ..., is, this, the, tagliately, limoncelly, bambinoty, trattoria, ?]	[['trattoria', '?']]	[['tagliately', 'limoncelly']]	[[['this'], []]]	[[[['is', 'excuse', 'is', 'is', 'is', 'trattoria', 'bambinoty', 'bambinoty', 'trattoria', 'is', 'is']]]]
513	[what, is, tagliately, ?]	[['what', '?']]	[['tagliately']]	[[['what'], []]]	[[[['is', 'is', 'is', 'is']]]]
514	[italian, pasta]	[['pasta']]	[['italian']]	[[[], []]]	[[[['pasta', 'pasta']]]]
515	[that, s, interesting, .,  , people, usually, spend, much, more, time, watching, sports, than, actually, playing, any, .]	[['s', '.', ' ', 'people', 'time', 'sports', '.']]	[['interesting', 'usually', 'much', 'more', 'actually']]	[[['that', 'people'], []]]	[[[['s', 's', 's', 's', '.', 'spend', 'spend', 'spend', 'more', 'time', 'spend', 'spend', 'watching', 'spend', 'playing', 'than', 'playing', 'spend']]], [[['s', 's', 's', 's', '.', 'spend', 'spend', 'spend', 'more', 'time', 'spend', 'spend', 'watching', 'spend', 'playing', 'than', 'playing', 'spend']]]]
516	[ok, ,, i, think, i, am, talking, to, the, wrong, person, ,, can, you, call, the, manager, ?]	[[',', 'i', 'i', 'person', ',', 'manager', '?']]	[['wrong']]	[[['i', 'i', 'you'], []]]	[[[am, talking], [can, you]]]
517	[do, you, want, to, see, a, game, together, some, time, ?]	[['a', 'game', 'time', '?']]	[['together']]	[[['you'], []]]	[[[do, you], [to, see]]]
518	[no, ,, thanks, ,, not, interested]	[[',', 'thanks', ',']]	[['not', 'interested']]	[[[], []]]	[[[[not, interested]]]]
519	[i, do, nt, know, ., let, me, know, something, you, re, interested, in, .]	[['i', '.', 'something', '.']]	[['nt', 'interested']]	[[['i', 'me', 'you'], []]]	[[[do, nt]], [[['know', 'know', 'know', 'know', 'know', 'let', 'know', 'let', 'know', 're', 'something', 're', 'interested', 'let']]]]
520	[hello]	[[]]	[[]]	[[[], []]]	[[[['hello']]]]
